"","Year","Month","Day","Hour","temp","relh","wd","ws","visibility","station","date","tempc","YearName","Month_Name","AQI","RawConc"
"1",2017,1,1,0,"59",62.92,340,9,6.21,"OKBK",2017-01-01 00:00:00,59,"2017","January",NA,NA
"2",2017,1,1,1,"59",62.92,240,12,6.21,"OKBK",2017-01-01 01:00:00,59,"2017","January",NA,NA
"3",2017,1,1,2,"59",58.77,350,10,6.21,"OKBK",2017-01-01 02:00:00,59,"2017","January",NA,NA
"4",2017,1,1,3,"57.2",58.52,340,11,6.21,"OKBK",2017-01-01 03:00:00,57.2,"2017","January",146,50
"5",2017,1,1,4,"57.2",58.52,330,9,4.35,"OKBK",2017-01-01 04:00:00,57.2,"2017","January",133,42
"6",2017,1,1,5,"57.2",54.6,340,10,4.35,"OKBK",2017-01-01 05:00:00,57.2,"2017","January",118,36
"7",2017,1,1,6,"60.8",38.85,340,12,6.21,"OKBK",2017-01-01 06:00:00,60.8,"2017","January",120,45
"8",2017,1,1,7,"62.6",36.45,350,11,6.21,"OKBK",2017-01-01 07:00:00,62.6,"2017","January",118,41
"9",2017,1,1,8,"66.2",34.51,340,9,6.21,"OKBK",2017-01-01 08:00:00,66.2,"2017","January",122,47
"10",2017,1,1,9,"68",34.8,350,14,6.21,"OKBK",2017-01-01 09:00:00,68,"2017","January",119,41
"11",2017,1,1,10,"69.8",35.09,350,16,4.97,"OKBK",2017-01-01 10:00:00,69.8,"2017","January",115,38
"12",2017,1,1,11,"69.8",32.72,360,14,4.35,"OKBK",2017-01-01 11:00:00,69.8,"2017","January",110,36
"13",2017,1,1,12,"71.6",28.68,350,13,4.97,"OKBK",2017-01-01 12:00:00,71.6,"2017","January",123,53
"14",2017,1,1,13,"69.8",30.49,350,12,4.97,"OKBK",2017-01-01 13:00:00,69.8,"2017","January",117,38
"15",2017,1,1,14,"68",34.8,360,12,4.35,"OKBK",2017-01-01 14:00:00,68,"2017","January",124,51
"16",2017,1,1,15,"66.2",39.72,360,14,4.97,"OKBK",2017-01-01 15:00:00,66.2,"2017","January",116,35
"17",2017,1,1,16,"62.6",45.04,350,11,4.97,"OKBK",2017-01-01 16:00:00,62.6,"2017","January",112,37
"18",2017,1,1,17,"62.6",45.04,350,12,4.97,"OKBK",2017-01-01 17:00:00,62.6,"2017","January",116,45
"19",2017,1,1,18,"60.8",51.45,350,13,4.97,"OKBK",2017-01-01 18:00:00,60.8,"2017","January",120,46
"20",2017,1,1,19,"59",54.86,340,11,6.21,"OKBK",2017-01-01 19:00:00,59,"2017","January",129,54
"21",2017,1,1,20,"59",54.86,340,11,6.21,"OKBK",2017-01-01 20:00:00,59,"2017","January",134,53
"22",2017,1,1,21,"57.2",62.69,340,12,6.21,"OKBK",2017-01-01 21:00:00,57.2,"2017","January",141,56
"23",2017,1,1,22,"57.2",58.52,340,12,6.21,"OKBK",2017-01-01 22:00:00,57.2,"2017","January",135,45
"24",2017,1,1,23,"57.2",58.52,340,14,6.21,"OKBK",2017-01-01 23:00:00,57.2,"2017","January",125,39
"25",2017,1,2,0,"55.4",62.46,340,11,6.21,"OKBK",2017-01-02 00:00:00,55.4,"2017","January",123,43
"26",2017,1,2,1,"53.6",66.7,320,9,6.21,"OKBK",2017-01-02 01:00:00,53.6,"2017","January",121,42
"27",2017,1,2,2,"53.6",71.45,330,7,6.21,"OKBK",2017-01-02 02:00:00,53.6,"2017","January",121,44
"28",2017,1,2,3,"53.6",71.45,330,8,4.35,"OKBK",2017-01-02 03:00:00,53.6,"2017","January",119,41
"29",2017,1,2,4,"53.6",66.7,320,9,4.35,"OKBK",2017-01-02 04:00:00,53.6,"2017","January",123,48
"30",2017,1,2,5,"55.4",62.46,330,9,4.35,"OKBK",2017-01-02 05:00:00,55.4,"2017","January",128,50
"31",2017,1,2,6,"57.2",62.69,340,12,4.35,"OKBK",2017-01-02 06:00:00,57.2,"2017","January",128,47
"32",2017,1,2,7,"59",62.92,340,13,4.35,"OKBK",2017-01-02 07:00:00,59,"2017","January",131,50
"33",2017,1,2,8,"62.6",51.72,340,10,4.97,"OKBK",2017-01-02 08:00:00,62.6,"2017","January",129,46
"34",2017,1,2,9,"66.2",45.6,340,11,4.97,"OKBK",2017-01-02 09:00:00,66.2,"2017","January",129,48
"35",2017,1,2,10,"69.8",40.29,340,10,6.21,"OKBK",2017-01-02 10:00:00,69.8,"2017","January",136,56
"36",2017,1,2,11,"71.6",37.89,330,9,6.21,"OKBK",2017-01-02 11:00:00,71.6,"2017","January",136,50
"37",2017,1,2,12,"71.6",35.37,340,8,6.21,"OKBK",2017-01-02 12:00:00,71.6,"2017","January",129,40
"38",2017,1,2,13,"71.6",35.37,330,8,6.21,"OKBK",2017-01-02 13:00:00,71.6,"2017","January",125,41
"39",2017,1,2,14,"69.8",37.61,330,5,6.21,"OKBK",2017-01-02 14:00:00,69.8,"2017","January",105,30
"40",2017,1,2,15,"64.4",45.32,300,3,6.21,"OKBK",2017-01-02 15:00:00,64.4,"2017","January",92,27
"41",2017,1,2,16,"60.8",51.45,290,5,6.21,"OKBK",2017-01-02 16:00:00,60.8,"2017","January",92,31
"42",2017,1,2,17,"59",54.86,320,4,4.35,"OKBK",2017-01-02 17:00:00,59,"2017","January",87,27
"43",2017,1,2,18,"64.4",48.55,340,9,4.97,"OKBK",2017-01-02 18:00:00,64.4,"2017","January",88,30
"44",2017,1,2,19,"60.8",51.45,350,12,4.97,"OKBK",2017-01-02 19:00:00,60.8,"2017","January",91,33
"45",2017,1,2,20,"60.8",51.45,350,10,6.21,"OKBK",2017-01-02 20:00:00,60.8,"2017","January",92,32
"46",2017,1,2,21,"59",54.86,350,10,6.21,"OKBK",2017-01-02 21:00:00,59,"2017","January",96,35
"47",2017,1,2,22,"57.2",58.52,350,8,6.21,"OKBK",2017-01-02 22:00:00,57.2,"2017","January",94,32
"48",2017,1,2,23,"57.2",58.52,340,15,6.21,"OKBK",2017-01-02 23:00:00,57.2,"2017","January",90,27
"49",2017,1,3,0,"55.4",62.46,340,12,6.21,"OKBK",2017-01-03 00:00:00,55.4,"2017","January",93,35
"50",2017,1,3,1,"55.4",58.27,340,11,6.21,"OKBK",2017-01-03 01:00:00,55.4,"2017","January",91,30
"51",2017,1,3,2,"55.4",58.27,340,10,6.21,"OKBK",2017-01-03 02:00:00,55.4,"2017","January",88,26
"52",2017,1,3,3,"53.6",62.23,350,11,6.21,"OKBK",2017-01-03 03:00:00,53.6,"2017","January",86,26
"53",2017,1,3,4,"53.6",58.02,350,9,6.21,"OKBK",2017-01-03 04:00:00,53.6,"2017","January",91,37
"54",2017,1,3,5,"55.4",54.34,340,10,4.97,"OKBK",2017-01-03 05:00:00,55.4,"2017","January",92,32
"55",2017,1,3,6,"57.2",44.19,330,8,6.21,"OKBK",2017-01-03 06:00:00,57.2,"2017","January",99,41
"56",2017,1,3,7,"59",38.56,340,11,6.21,"OKBK",2017-01-03 07:00:00,59,"2017","January",103,39
"57",2017,1,3,8,"62.6",31.56,340,12,6.21,"OKBK",2017-01-03 08:00:00,62.6,"2017","January",107,41
"58",2017,1,3,9,"66.2",29.92,350,13,6.21,"OKBK",2017-01-03 09:00:00,66.2,"2017","January",105,35
"59",2017,1,3,10,"68",26.15,350,14,6.21,"OKBK",2017-01-03 10:00:00,68,"2017","January",85,20
"60",2017,1,3,11,"68",26.15,350,13,6.21,"OKBK",2017-01-03 11:00:00,68,"2017","January",81,24
"61",2017,1,3,12,"68",26.15,350,13,6.21,"OKBK",2017-01-03 12:00:00,68,"2017","January",74,20
"62",2017,1,3,13,"68",28.11,350,11,6.21,"OKBK",2017-01-03 13:00:00,68,"2017","January",68,17
"63",2017,1,3,14,"66.2",29.92,350,10,6.21,"OKBK",2017-01-03 14:00:00,66.2,"2017","January",61,14
"64",2017,1,3,15,"64.4",34.22,350,8,6.21,"OKBK",2017-01-03 15:00:00,64.4,"2017","January",63,19
"65",2017,1,3,16,"62.6",31.56,350,10,6.21,"OKBK",2017-01-03 16:00:00,62.6,"2017","January",68,22
"66",2017,1,3,17,"60.8",36.16,350,10,6.21,"OKBK",2017-01-03 17:00:00,60.8,"2017","January",75,27
"67",2017,1,3,18,"60.8",33.64,350,11,6.21,"OKBK",2017-01-03 18:00:00,60.8,"2017","January",70,19
"68",2017,1,3,19,"59",38.56,350,12,6.21,"OKBK",2017-01-03 19:00:00,59,"2017","January",67,18
"69",2017,1,3,20,"57.2",41.13,350,10,6.21,"OKBK",2017-01-03 20:00:00,57.2,"2017","January",65,18
"70",2017,1,3,21,"57.2",44.19,350,13,6.21,"OKBK",2017-01-03 21:00:00,57.2,"2017","January",61,15
"71",2017,1,3,22,"55.4",47.16,350,10,6.21,"OKBK",2017-01-03 22:00:00,55.4,"2017","January",76,31
"72",2017,1,3,23,"53.6",54.07,350,11,6.21,"OKBK",2017-01-03 23:00:00,53.6,"2017","January",76,24
"73",2017,1,4,0,"53.6",54.07,340,10,6.21,"OKBK",2017-01-04 00:00:00,53.6,"2017","January",76,24
"74",2017,1,4,1,"53.6",58.02,360,9,6.21,"OKBK",2017-01-04 01:00:00,53.6,"2017","January",77,25
"75",2017,1,4,2,"53.6",58.02,350,8,6.21,"OKBK",2017-01-04 02:00:00,53.6,"2017","January",80,27
"76",2017,1,4,3,"51.8",61.99,350,8,6.21,"OKBK",2017-01-04 03:00:00,51.8,"2017","January",93,39
"77",2017,1,4,4,"50",66.27,340,7,6.21,"OKBK",2017-01-04 04:00:00,50,"2017","January",120,54
"78",2017,1,4,5,"51.8",61.99,330,7,6.21,"OKBK",2017-01-04 05:00:00,51.8,"2017","January",134,55
"79",2017,1,4,6,"53.6",54.07,340,9,6.21,"OKBK",2017-01-04 06:00:00,53.6,"2017","January",135,50
"80",2017,1,4,7,"55.4",50.64,350,10,6.21,"OKBK",2017-01-04 07:00:00,55.4,"2017","January",130,45
"81",2017,1,4,8,"59",44.47,340,9,6.21,"OKBK",2017-01-04 08:00:00,59,"2017","January",112,33
"82",2017,1,4,9,"60.8",36.16,350,13,6.21,"OKBK",2017-01-04 09:00:00,60.8,"2017","January",108,37
"83",2017,1,4,10,"62.6",36.45,350,12,6.21,"OKBK",2017-01-04 10:00:00,62.6,"2017","January",99,31
"84",2017,1,4,11,"62.6",33.93,340,13,6.21,"OKBK",2017-01-04 11:00:00,62.6,"2017","January",81,18
"85",2017,1,4,12,"64.4",31.85,350,12,6.21,"OKBK",2017-01-04 12:00:00,64.4,"2017","January",64,10
"86",2017,1,4,NA,"62.6",31.56,350,12,6.21,"OKBK",NA,62.6,"2017","January",NA,NA
"87",2017,1,4,14,"62.6",31.56,350,11,6.21,"OKBK",2017-01-04 14:00:00,62.6,"2017","January",61,18
"88",2017,1,4,15,"60.8",36.16,350,10,6.21,"OKBK",2017-01-04 15:00:00,60.8,"2017","January",61,17
"89",2017,1,4,16,"60.8",38.85,340,9,6.21,"OKBK",2017-01-04 16:00:00,60.8,"2017","January",60,16
"90",2017,1,4,17,"59",44.47,340,9,6.21,"OKBK",2017-01-04 17:00:00,59,"2017","January",55,12
"91",2017,1,4,18,"59",44.47,340,10,6.21,"OKBK",2017-01-04 18:00:00,59,"2017","January",63,21
"92",2017,1,4,19,"59",44.47,340,10,6.21,"OKBK",2017-01-04 19:00:00,59,"2017","January",62,17
"93",2017,1,4,20,"57.2",47.44,340,13,6.21,"OKBK",2017-01-04 20:00:00,57.2,"2017","January",64,19
"94",2017,1,4,21,"55.4",54.34,340,11,6.21,"OKBK",2017-01-04 21:00:00,55.4,"2017","January",63,18
"95",2017,1,4,22,"55.4",54.34,350,12,6.21,"OKBK",2017-01-04 22:00:00,55.4,"2017","January",60,15
"96",2017,1,4,23,"53.6",62.23,350,10,6.21,"OKBK",2017-01-04 23:00:00,53.6,"2017","January",64,20
"97",2017,1,5,0,"53.6",62.23,340,10,6.21,"OKBK",2017-01-05 00:00:00,53.6,"2017","January",62,16
"98",2017,1,5,1,"53.6",58.02,350,10,6.21,"OKBK",2017-01-05 01:00:00,53.6,"2017","January",72,27
"99",2017,1,5,2,"51.8",57.77,340,14,6.21,"OKBK",2017-01-05 02:00:00,51.8,"2017","January",72,22
"100",2017,1,5,3,"50",61.76,340,12,6.21,"OKBK",2017-01-05 03:00:00,50,"2017","January",74,24
"101",2017,1,5,4,"50",61.76,330,12,6.21,"OKBK",2017-01-05 04:00:00,50,"2017","January",77,26
"102",2017,1,5,5,"51.8",57.77,340,15,6.21,"OKBK",2017-01-05 05:00:00,51.8,"2017","January",66,14
"103",2017,1,5,6,"53.6",50.36,340,15,6.21,"OKBK",2017-01-05 06:00:00,53.6,"2017","January",65,18
"104",2017,1,5,7,"55.4",47.16,340,19,6.21,"OKBK",2017-01-05 07:00:00,55.4,"2017","January",65,19
"105",2017,1,5,8,"59",41.42,350,19,6.21,"OKBK",2017-01-05 08:00:00,59,"2017","January",65,19
"106",2017,1,5,9,"62.6",36.45,340,24,6.21,"OKBK",2017-01-05 09:00:00,62.6,"2017","January",61,15
"107",2017,1,5,10,"64.4",29.63,340,21,6.21,"OKBK",2017-01-05 10:00:00,64.4,"2017","January",62,18
"108",2017,1,5,11,"64.4",29.63,350,20,6.21,"OKBK",2017-01-05 11:00:00,64.4,"2017","January",61,16
"109",2017,1,5,12,"66.2",27.83,340,17,6.21,"OKBK",2017-01-05 12:00:00,66.2,"2017","January",63,19
"110",2017,1,5,NA,"64.4",29.63,340,18,6.21,"OKBK",NA,64.4,"2017","January",NA,NA
"111",2017,1,5,14,"62.6",33.93,340,14,6.21,"OKBK",2017-01-05 14:00:00,62.6,"2017","January",73,27
"112",2017,1,5,15,"60.8",36.16,350,11,6.21,"OKBK",2017-01-05 15:00:00,60.8,"2017","January",73,22
"113",2017,1,5,16,"59",38.56,340,10,6.21,"OKBK",2017-01-05 16:00:00,59,"2017","January",72,22
"114",2017,1,5,17,"57.2",41.13,340,10,6.21,"OKBK",2017-01-05 17:00:00,57.2,"2017","January",70,20
"115",2017,1,5,18,"57.2",44.19,330,12,6.21,"OKBK",2017-01-05 18:00:00,57.2,"2017","January",59,11
"116",2017,1,5,19,"55.4",47.16,330,12,4.35,"OKBK",2017-01-05 19:00:00,55.4,"2017","January",54,11
"117",2017,1,5,20,"55.4",47.16,340,15,4.97,"OKBK",2017-01-05 20:00:00,55.4,"2017","January",47,9
"118",2017,1,5,21,"53.6",50.36,340,13,6.21,"OKBK",2017-01-05 21:00:00,53.6,"2017","January",54,16
"119",2017,1,5,22,"51.8",53.81,340,12,6.21,"OKBK",2017-01-05 22:00:00,51.8,"2017","January",74,32
"120",2017,1,5,23,"51.8",53.81,340,14,6.21,"OKBK",2017-01-05 23:00:00,51.8,"2017","January",89,38
"121",2017,1,6,0,"51.8",57.77,340,15,6.21,"OKBK",2017-01-06 00:00:00,51.8,"2017","January",85,26
"122",2017,1,6,1,"50",61.76,320,8,6.21,"OKBK",2017-01-06 01:00:00,50,"2017","January",81,25
"123",2017,1,6,2,"50",57.52,320,9,6.21,"OKBK",2017-01-06 02:00:00,50,"2017","January",82,27
"124",2017,1,6,3,"50",53.54,330,12,6.21,"OKBK",2017-01-06 03:00:00,50,"2017","January",81,26
"125",2017,1,6,4,"48.2",57.26,330,10,6.21,"OKBK",2017-01-06 04:00:00,48.2,"2017","January",84,29
"126",2017,1,6,5,"50",53.54,330,11,6.21,"OKBK",2017-01-06 05:00:00,50,"2017","January",81,25
"127",2017,1,6,6,"53.6",46.88,330,11,6.21,"OKBK",2017-01-06 06:00:00,53.6,"2017","January",77,23
"128",2017,1,6,7,"57.2",38.26,330,12,6.21,"OKBK",2017-01-06 07:00:00,57.2,"2017","January",72,20
"129",2017,1,6,8,"60.8",33.64,340,13,6.21,"OKBK",2017-01-06 08:00:00,60.8,"2017","January",71,21
"130",2017,1,6,9,"64.4",27.55,340,14,6.21,"OKBK",2017-01-06 09:00:00,64.4,"2017","January",70,20
"131",2017,1,6,10,"66.2",25.88,350,14,6.21,"OKBK",2017-01-06 10:00:00,66.2,"2017","January",67,19
"132",2017,1,6,11,"68",22.59,340,15,6.21,"OKBK",2017-01-06 11:00:00,68,"2017","January",65,17
"133",2017,1,6,12,"68",20.98,340,16,6.21,"OKBK",2017-01-06 12:00:00,68,"2017","January",58,12
"134",2017,1,6,NA,"66.2",24.04,340,13,6.21,"OKBK",NA,66.2,"2017","January",NA,NA
"135",2017,1,6,14,"64.4",27.55,340,9,6.21,"OKBK",2017-01-06 14:00:00,64.4,"2017","January",40,7
"136",2017,1,6,15,"60.8",33.64,310,6,6.21,"OKBK",2017-01-06 15:00:00,60.8,"2017","January",32,6
"137",2017,1,6,16,"57.2",35.57,310,4,6.21,"OKBK",2017-01-06 16:00:00,57.2,"2017","January",28,6
"138",2017,1,6,17,"51.8",43.32,280,3,6.21,"OKBK",2017-01-06 17:00:00,51.8,"2017","January",27,6
"139",2017,1,6,18,"51.8",40.25,290,3,6.21,"OKBK",2017-01-06 18:00:00,51.8,"2017","January",47,16
"140",2017,1,6,19,"51.8",43.32,300,3,6.21,"OKBK",2017-01-06 19:00:00,51.8,"2017","January",54,16
"141",2017,1,6,20,"46.4",49.24,270,4,6.21,"OKBK",2017-01-06 20:00:00,46.4,"2017","January",63,22
"142",2017,1,6,21,"46.4",53,240,4,6.21,"OKBK",2017-01-06 21:00:00,46.4,"2017","January",65,20
"143",2017,1,6,22,"44.6",56.74,260,4,6.21,"OKBK",2017-01-06 22:00:00,44.6,"2017","January",68,22
"144",2017,1,6,23,"46.4",53,0,0,6.21,"OKBK",2017-01-06 23:00:00,46.4,"2017","January",68,20
"145",2017,1,7,0,"42.8",60.79,280,4,6.21,"OKBK",2017-01-07 00:00:00,42.8,"2017","January",79,31
"146",2017,1,7,1,"42.8",65.38,230,3,4.35,"OKBK",2017-01-07 01:00:00,42.8,"2017","January",92,38
"147",2017,1,7,2,"44.6",61.03,0,0,6.21,"OKBK",2017-01-07 02:00:00,44.6,"2017","January",92,31
"148",2017,1,7,3,"44.6",56.74,0,0,6.21,"OKBK",2017-01-07 03:00:00,44.6,"2017","January",86,26
"149",2017,1,7,4,"42.8",60.79,200,3,3.73,"OKBK",2017-01-07 04:00:00,42.8,"2017","January",83,26
"150",2017,1,7,5,"46.4",57,0,0,4.35,"OKBK",2017-01-07 05:00:00,46.4,"2017","January",83,27
"151",2017,1,7,6,"53.6",50.36,0,0,4.97,"OKBK",2017-01-07 06:00:00,53.6,"2017","January",84,29
"152",2017,1,7,7,"57.2",47.44,0,0,4.35,"OKBK",2017-01-07 07:00:00,57.2,"2017","January",92,36
"153",2017,1,7,8,"62.6",39.14,310,4,4.97,"OKBK",2017-01-07 08:00:00,62.6,"2017","January",103,41
"154",2017,1,7,9,"64.4",34.22,340,4,6.21,"OKBK",2017-01-07 09:00:00,64.4,"2017","January",113,44
"155",2017,1,7,10,"66.2",29.92,300,4,6.21,"OKBK",2017-01-07 10:00:00,66.2,"2017","January",120,46
"156",2017,1,7,11,"68",26.15,330,4,6.21,"OKBK",2017-01-07 11:00:00,68,"2017","January",121,46
"157",2017,1,7,12,"68",34.8,50,6,6.21,"OKBK",2017-01-07 12:00:00,68,"2017","January",134,53
"158",2017,1,7,13,"66.2",29.92,50,5,6.21,"OKBK",2017-01-07 13:00:00,66.2,"2017","January",126,43
"159",2017,1,7,14,"62.6",36.45,80,6,6.21,"OKBK",2017-01-07 14:00:00,62.6,"2017","January",123,43
"160",2017,1,7,15,"59",44.47,70,4,6.21,"OKBK",2017-01-07 15:00:00,59,"2017","January",120,42
"161",2017,1,7,16,"59",44.47,80,3,6.21,"OKBK",2017-01-07 16:00:00,59,"2017","January",108,33
"162",2017,1,7,17,"57.2",47.44,120,3,6.21,"OKBK",2017-01-07 17:00:00,57.2,"2017","January",111,41
"163",2017,1,7,18,"55.4",50.64,160,4,6.21,"OKBK",2017-01-07 18:00:00,55.4,"2017","January",115,43
"164",2017,1,7,19,"55.4",50.64,0,0,6.21,"OKBK",2017-01-07 19:00:00,55.4,"2017","January",125,52
"165",2017,1,7,20,"51.8",57.77,210,5,6.21,"OKBK",2017-01-07 20:00:00,51.8,"2017","January",125,45
"166",2017,1,7,21,"50",61.76,180,3,6.21,"OKBK",2017-01-07 21:00:00,50,"2017","January",127,48
"167",2017,1,7,22,"50",66.27,0,0,6.21,"OKBK",2017-01-07 22:00:00,50,"2017","January",125,44
"168",2017,1,7,23,"50",66.27,0,0,6.21,"OKBK",2017-01-07 23:00:00,50,"2017","January",128,48
"169",2017,1,8,0,"50",66.27,0,0,6.21,"OKBK",2017-01-08 00:00:00,50,"2017","January",132,51
"170",2017,1,8,1,"46.4",70.68,0,0,6.21,"OKBK",2017-01-08 01:00:00,46.4,"2017","January",134,51
"171",2017,1,8,2,"44.6",75.68,0,0,4.97,"OKBK",2017-01-08 02:00:00,44.6,"2017","January",129,43
"172",2017,1,8,3,"44.6",75.68,260,4,4.97,"OKBK",2017-01-08 03:00:00,44.6,"2017","January",127,45
"173",2017,1,8,4,"46.4",75.84,150,3,3.73,"OKBK",2017-01-08 04:00:00,46.4,"2017","January",127,45
"174",2017,1,8,5,"48.2",70.88,0,0,3.73,"OKBK",2017-01-08 05:00:00,48.2,"2017","January",127,44
"175",2017,1,8,6,"57.2",54.6,0,0,4.35,"OKBK",2017-01-08 06:00:00,57.2,"2017","January",131,54
"176",2017,1,8,7,"62.6",48.28,0,0,4.35,"OKBK",2017-01-08 07:00:00,62.6,"2017","January",135,55
"177",2017,1,8,8,"68",37.32,0,0,4.35,"OKBK",2017-01-08 08:00:00,68,"2017","January",149,64
"178",2017,1,8,9,"69.8",30.49,0,0,4.35,"OKBK",2017-01-08 09:00:00,69.8,"2017","January",156,77
"179",2017,1,8,10,"71.6",33,70,3,4.35,"OKBK",2017-01-08 10:00:00,71.6,"2017","January",159,78
"180",2017,1,8,11,"69.8",35.09,110,4,6.21,"OKBK",2017-01-08 11:00:00,69.8,"2017","January",157,61
"181",2017,1,8,12,"69.8",32.72,120,7,6.21,"OKBK",2017-01-08 12:00:00,69.8,"2017","January",139,35
"182",2017,1,8,13,"68",37.32,110,6,6.21,"OKBK",2017-01-08 13:00:00,68,"2017","January",109,27
"183",2017,1,8,14,"64.4",55.63,110,6,6.21,"OKBK",2017-01-08 14:00:00,64.4,"2017","January",97,29
"184",2017,1,8,15,"60.8",67.54,110,4,6.21,"OKBK",2017-01-08 15:00:00,60.8,"2017","January",91,28
"185",2017,1,8,16,"57.2",82.12,130,4,4.35,"OKBK",2017-01-08 16:00:00,57.2,"2017","January",98,38
"186",2017,1,8,17,"55.4",81.99,190,3,4.35,"OKBK",2017-01-08 17:00:00,55.4,"2017","January",101,37
"187",2017,1,8,18,"57.2",82.12,140,4,3.73,"OKBK",2017-01-08 18:00:00,57.2,"2017","January",112,44
"188",2017,1,8,19,"57.2",87.74,120,4,3.73,"OKBK",2017-01-08 19:00:00,57.2,"2017","January",128,53
"189",2017,1,8,20,"57.2",93.69,0,0,1.86,"OKBK",2017-01-08 20:00:00,57.2,"2017","January",138,55
"190",2017,1,8,21,"50",93.5,0,0,1.24,"OKBK",2017-01-08 21:00:00,50,"2017","January",147,58
"191",2017,1,8,22,"50",93.5,0,0,0.56,"OKBK",2017-01-08 22:00:00,50,"2017","January",154,67
"192",2017,1,8,NA,"M",NA,170,3,0.31,"OKBK",NA,NA,"2017","January",NA,NA
"193",2017,1,9,0,"48.2",93.45,160,3,0.06,"OKBK",2017-01-09 00:00:00,48.2,"2017","January",157,70
"194",2017,1,9,1,"48.2",76.01,0,0,0.06,"OKBK",2017-01-09 01:00:00,48.2,"2017","January",163,92
"195",2017,1,9,2,"48.2",100,0,0,0.06,"OKBK",2017-01-09 02:00:00,48.2,"2017","January",162,74
"196",2017,1,9,3,"51.8",93.55,0,0,0.06,"OKBK",2017-01-09 03:00:00,51.8,"2017","January",161,72
"197",2017,1,9,4,"50",100,0,0,0.06,"OKBK",2017-01-09 04:00:00,50,"2017","January",161,76
"198",2017,1,9,6,"55.4",100,0,0,0.93,"OKBK",2017-01-09 06:00:00,55.4,"2017","January",156,57
"199",2017,1,9,7,"68",72.92,120,9,4.35,"OKBK",2017-01-09 07:00:00,68,"2017","January",158,72
"200",2017,1,9,8,"69.8",68.55,130,13,4.97,"OKBK",2017-01-09 08:00:00,69.8,"2017","January",158,68
"201",2017,1,9,9,"71.6",64.48,130,12,6.21,"OKBK",2017-01-09 09:00:00,71.6,"2017","January",151,44
"202",2017,1,9,10,"71.6",64.48,130,14,6.21,"OKBK",2017-01-09 10:00:00,71.6,"2017","January",134,42
"203",2017,1,9,11,"71.6",56.63,130,15,6.21,"OKBK",2017-01-09 11:00:00,71.6,"2017","January",117,35
"204",2017,1,9,12,"71.6",60.44,130,12,6.21,"OKBK",2017-01-09 12:00:00,71.6,"2017","January",107,34
"205",2017,1,9,13,"69.8",64.26,120,10,6.21,"OKBK",2017-01-09 13:00:00,69.8,"2017","January",98,31
"206",2017,1,9,14,"66.2",82.74,100,4,3.73,"OKBK",2017-01-09 14:00:00,66.2,"2017","January",88,25
"207",2017,1,9,15,"62.6",93.83,130,5,4.35,"OKBK",2017-01-09 15:00:00,62.6,"2017","January",80,22
"208",2017,1,9,16,"62.6",93.83,110,3,3.11,"OKBK",2017-01-09 16:00:00,62.6,"2017","January",78,24
"209",2017,1,9,17,"60.8",93.79,0,0,3.11,"OKBK",2017-01-09 17:00:00,60.8,"2017","January",76,23
"210",2017,1,9,18,"57.2",100,0,0,2.49,"OKBK",2017-01-09 18:00:00,57.2,"2017","January",79,27
"211",2017,1,9,19,"53.6",93.6,280,4,2.17,"OKBK",2017-01-09 19:00:00,53.6,"2017","January",82,28
"212",2017,1,9,NA,"M",NA,290,4,0.5,"OKBK",NA,NA,"2017","January",NA,NA
"213",2017,1,9,20,"53.6",100,290,7,0.43,"OKBK",2017-01-09 20:00:00,53.6,"2017","January",85,30
"214",2017,1,9,NA,"M",NA,300,7,0.06,"OKBK",NA,NA,"2017","January",NA,NA
"215",2017,1,9,21,"53.6",100,300,5,0.06,"OKBK",2017-01-09 21:00:00,53.6,"2017","January",93,36
"216",2017,1,9,22,"53.6",100,310,8,2.49,"OKBK",2017-01-09 22:00:00,53.6,"2017","January",96,37
"217",2017,1,9,23,"53.6",66.7,310,10,4.97,"OKBK",2017-01-09 23:00:00,53.6,"2017","January",107,42
"218",2017,1,10,0,"53.6",66.7,300,8,4.97,"OKBK",2017-01-10 00:00:00,53.6,"2017","January",120,48
"219",2017,1,10,1,"53.6",66.7,330,9,4.97,"OKBK",2017-01-10 01:00:00,53.6,"2017","January",126,48
"220",2017,1,10,2,"53.6",71.45,340,10,4.35,"OKBK",2017-01-10 02:00:00,53.6,"2017","January",121,42
"221",2017,1,10,3,"53.6",66.7,350,6,4.35,"OKBK",2017-01-10 03:00:00,53.6,"2017","January",133,53
"222",2017,1,10,4,"51.8",71.26,330,8,3.73,"OKBK",2017-01-10 04:00:00,51.8,"2017","January",151,63
"223",2017,1,10,5,"55.4",62.46,350,9,3.73,"OKBK",2017-01-10 05:00:00,55.4,"2017","January",155,72
"224",2017,1,10,6,"55.4",62.46,340,12,3.73,"OKBK",2017-01-10 06:00:00,55.4,"2017","January",157,72
"225",2017,1,10,7,"59",54.86,350,16,4.35,"OKBK",2017-01-10 07:00:00,59,"2017","January",159,76
"226",2017,1,10,8,"60.8",48,360,13,4.35,"OKBK",2017-01-10 08:00:00,60.8,"2017","January",160,74
"227",2017,1,10,9,"64.4",42.28,350,12,4.35,"OKBK",2017-01-10 09:00:00,64.4,"2017","January",160,72
"228",2017,1,10,10,"68",37.32,350,13,4.35,"OKBK",2017-01-10 10:00:00,68,"2017","January",161,76
"229",2017,1,10,11,"69.8",35.09,360,15,4.35,"OKBK",2017-01-10 11:00:00,69.8,"2017","January",159,67
